name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Replica Bitterdream,Shadow Sceptre,1399.6,2282,1257,304,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",279.91999999999996
Apep's Rage,Omen Wand,3227.1000000000004,6406,4758,731,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",645.4200000000001
Apep's Rage,Opal Wand,3468.2999999999997,3842,3654,153,"{'Standard', 'Hardcore'}",1734.1499999999999
Taproot,Ambusher,15752.650000000001,24755,11642,1210,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3150.53
Sign of the Sin Eater,Tyrant's Sekhem,7042.1,13390,8541,968,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1408.42
Bitterdream,Shadow Sceptre,8787.050000000001,12136,7374,766,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1757.4100000000003
Reach of the Council,Spine Bow,6540.2,10463,5287,917,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1308.04
Uul-Netol's Kiss,Labrys,822.7,912,893,42,"{'Standard', 'Hardcore'}",411.35
The Wasp Nest,Throat Stabber,12044.5,19151,8932,1090,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2408.9
Taryn's Shiver,Maelström Staff,7280.9000000000015,11493,5526,865,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1456.1800000000003
Mightflay,Flaying Knife,10739.25,17290,7884,991,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2147.85
Reaper's Pursuit,Shadow Axe,11503.45,18362,7572,1041,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2300.69
Slivertongue,Harbinger Bow,7545.1500000000015,12129,6053,954,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1509.0300000000002
The Supreme Truth,Crystal Sceptre,6849.25,11068,5789,1060,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1369.85
The Stormheart,Royal Staff,10689.0,17152,7512,1009,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2137.8
Piscator's Vigil,Imbued Wand,8011.700000000001,17233,13834,1031,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1602.3400000000001
Arakaali's Fang,Fiend Dagger,3956.75,5979,2917,565,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",791.35
Ichimonji,Corsair Sword,9804.400000000001,16650,9007,1102,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1960.8800000000003
Jorrhast's Blacksteel,Steelhead,6549.1,11652,6364,842,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1309.8200000000002
Axiom Perpetuum,Bronze Sceptre,15404.75,22952,9902,1145,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3080.95
Brightbeak,War Hammer,13437.25,21715,9568,1098,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2687.45
Daresso's Passion,Estoc,12826.85,19533,8787,1023,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2565.37
Death's Hand,Karui Sceptre,8937.5,15828,9558,1150,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1787.5
Hiltless,Reaver Sword,6981.2,11806,6022,834,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1396.24
Midnight Bargain,Engraved Wand,8865.45,15284,8096,986,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1773.0900000000001
Queen's Decree,Ornate Sword,15502.800000000001,23210,9904,1145,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3100.5600000000004
Rigwald's Command,Midnight Blade,5303.05,10251,7415,840,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1060.6100000000001
Storm Prison,Carved Wand,9291.1,10286,9949,316,"{'Standard', 'Hardcore'}",4645.55
The Blood Reaper,Headsman Axe,12760.850000000002,18944,8143,1053,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2552.1700000000005
The Blood Thorn,Gnarled Branch,11085.800000000001,17741,8181,975,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2217.1600000000003
The Dark Seer,Shadow Sceptre,5448.700000000001,8669,4725,570,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1362.1750000000002
Widowmaker,Boot Blade,14094.300000000001,21404,9663,1052,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2818.86
Xirgil's Crank,Coiled Staff,3323.45,5571,2342,605,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",664.6899999999999
Balefire,Opal Sceptre,8798.85,15416,8599,970,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1759.77
Sinvicta's Mettle,Ezomyte Axe,10952.6,17742,7971,1155,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2190.52
The Black Cane,Royal Sceptre,5883.1,10509,6496,872,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1176.6200000000001
Mark of the Doubting Knight,Platinum Kris,13118.2,20721,9248,1092,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2623.6400000000003
Realmshaper,Iron Staff,10884.2,17572,7512,960,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2176.84
Terminus Est,Tiger Sword,15257.65,23828,9260,1153,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3051.5299999999997
Replica Cold Iron Point,Ezomyte Dagger,805.45,1215,605,143,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",161.09
Sire of Shards,Serpentine Staff,14777.800000000003,23755,11470,1272,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2955.5600000000004
Agnerod South,Imperial Staff,10177.7,17343,9402,1109,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2035.5400000000002
Limbsplit,Woodsplitter,14796.050000000001,22663,8299,1142,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2959.21
Rigwald's Savagery,Royal Axe,4864.55,8912,5940,855,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",972.9100000000001
Varunastra,Vaal Blade,3077.5,4112,2711,302,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",769.375
Ahn's Might,Midnight Blade,8880.95,15091,8191,1015,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1776.19
Goblinedge,Ambusher,10902.95,20695,14067,1173,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2180.59
The Screaming Eagle,Jade Hatchet,15864.45,23832,9533,1145,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3172.8900000000003
Kaom's Primacy,Karui Chopper,10336.5,16756,7796,1045,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2067.3
Prismatic Eclipse,Twilight Blade,13383.699999999999,19875,9601,1043,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2676.74
Obliteration,Imbued Wand,11832.599999999999,24195,17372,1247,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2366.5199999999995
Dyadus,Infernal Axe,9326.900000000001,14612,6764,979,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1865.3800000000003
Kongor's Undying Rage,Terror Maul,8541.7,14575,7654,980,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1708.3400000000001
Nuro's Harp,Harbinger Bow,9554.55,14921,6492,913,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1910.9099999999999
The Whispering Ice,Vile Staff,8385.4,11021,7028,841,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1677.08
Cane of Unravelling,Ezomyte Staff,12968.150000000001,21206,10664,1254,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2593.63
Third Piece of Brutality,Imperial Staff Piece,1274.8000000000002,1738,1148,138,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",318.70000000000005
The Gluttonous Tide,Citadel Bow,6824.650000000001,13121,9128,1094,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1364.93
Ashcaller,Carved Wand,7454.5,14665,9173,998,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1490.9
The Tempest,Long Bow,1480.0,1640,1152,68,"{'Standard', 'Hardcore'}",740.0
Earendel's Embrace,Grinning Fetish,11512.9,19215,9541,1076,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2302.58
Eclipse Solaris,Engraved Wand,6856.1,13833,9307,902,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1371.22
Infractem,Decimation Bow,11954.700000000003,18549,7721,1039,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2390.9400000000005
Clayshaper,Rock Breaker,11935.550000000001,18895,8223,1079,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2387.11
Cybil's Paw,Thresher Claw,12201.1,19708,9274,1095,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2440.2200000000003
Femurs of the Saints,Primordial Staff,12845.45,20917,10411,1220,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2569.09
Fidelitas' Spike,Jagged Foil,9688.05,15759,7415,911,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1937.61
Roth's Reach,Recurve Bow,15947.750000000002,23997,9700,1172,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3189.55
Twyzel,Sage Wand,19295.1,31994,16973,1230,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3859.0199999999995
Al Dhih,Timeworn Claw,9521.1,15205,6085,845,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1904.22
Ornament of the East,Gut Ripper,10509.3,16731,7599,918,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2101.8599999999997
Shimmeron,Tornado Wand,5110.2,7592,4070,493,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1277.55
Soulwrest,Ezomyte Staff,10846.65,19623,12189,1261,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2169.33
Advancing Fortress,Gut Ripper,10976.35,17867,8533,994,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2195.27
Edge of Madness,Etched Greatsword,11583.5,19816,10607,1212,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2316.7
Shiversting,Bastard Sword,11873.050000000001,17658,7447,1004,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2374.61
The Tempestuous Steel,War Sword,9808.35,17076,8679,981,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1961.67
Ungil's Gauche,Boot Knife,14325.849999999999,21498,9716,1052,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2865.1699999999996
Wildslash,Awl,12737.4,19340,8120,1024,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2547.48
Eclipse Solaris,Crystal Wand,5065.400000000001,5615,5496,176,"{'Standard', 'Hardcore'}",2532.7000000000003
Gorebreaker,Spiked Club,14064.800000000001,21367,9155,1118,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2812.96
Mortem Morsu,Fright Claw,13452.849999999999,21226,8972,1085,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2690.5699999999997
Quecholli,Jagged Maul,9560.65,15296,6570,931,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1912.1299999999999
Quill Rain,Short Bow,19562.05,30250,10646,1442,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3912.41
The Goddess Bound,Whalebone Rapier,8470.0,14285,7140,929,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1694.0
Goredrill,Skinning Knife,14090.85,21505,9030,1098,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2818.17
Hezmana's Bloodlust,Vaal Axe,5661.5,8465,3641,767,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1132.3
Silverbranch,Crude Bow,19436.95,29832,11039,1370,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3887.3900000000003
Dying Breath,Iron Staff,9599.800000000001,16228,8328,968,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1919.9600000000003
Storm Prison,Spiraled Wand,7642.65,15197,9531,921,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1528.53
Breath of the Council,Carnal Sceptre,8253.6,14212,7620,935,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1650.72
Fencoil,Gnarled Branch,13790.149999999998,21009,9027,1044,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2758.0299999999997
Singularity,Platinum Sceptre,10656.55,18896,10458,1106,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2131.31
Bloodplay,Stiletto,13760.6,20842,9134,1018,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2752.12
Cameria's Maul,Gavel,13477.15,20647,9274,1182,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2695.43
Lakishu's Blade,Elegant Sword,13415.95,20611,8668,1095,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2683.19
Last Resort,Nailed Fist,13270.2,19870,8557,1060,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2654.04
Moonbender's Wing,Tomahawk,8782.300000000001,14362,6828,940,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1756.4600000000003
Rigwald's Charge,Highland Blade,12791.2,19283,8075,1035,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2558.2400000000002
Abberath's Horn,Goat's Horn,15602.349999999999,23677,9906,1144,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3120.47
White Wind,Imperial Skean,26945.700000000004,53541,40342,1227,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5389.140000000001
Flesh-Eater,Dream Mace,12537.25,18890,8458,984,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2507.45
Heartbreaker,Royal Skean,16424.45,27477,13975,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3284.8900000000003
Moonsorrow,Imbued Wand,18281.2,28835,13567,1225,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3656.2400000000002
Chober Chaber,Great Mallet,10260.55,16262,6952,959,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2052.1099999999997
Death's Harp,Death Bow,12900.000000000002,15779,11180,958,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2580.0000000000005
Death's Opus,Death Bow,3233.6000000000004,3589,1542,179,"{'Standard', 'Hardcore'}",1616.8000000000002
Doomfletch,Royal Bow,11212.25,14984,8787,925,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2242.45
Geofri's Baptism,Brass Maul,12021.050000000001,17895,7655,963,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2404.21
Lavianga's Wisdom,War Hammer,9334.9,15994,8249,950,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1866.98
Lifesprig,Driftwood Wand,23909.5,34289,16857,1262,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4781.9
Pillar of the Caged God,Long Staff,2003.7,2209,2030,59,"{'Standard', 'Hardcore'}",1001.85
Redbeak,Rusted Sword,14026.900000000001,20871,9317,1088,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2805.38
Relentless Fury,Decorative Axe,13410.0,20346,8634,1026,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2682.0
The Harvest,Jasper Chopper,7828.050000000001,14816,9359,1043,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1565.6100000000001
The Princess,Sabre,15674.1,23782,10080,1092,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3134.82
Ewar's Mirage,Antique Rapier,12895.5,19885,8403,1032,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2579.1
Tulfall,Tornado Wand,1206.7,1339,1281,49,"{'Standard', 'Hardcore'}",603.35
The Poet's Pen,Carved Wand,6842.55,9095,6162,899,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1368.51
The Crimson Storm,Steelwood Bow,3151.95,5362,3243,310,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",630.39
Law of the Wilds,Hellion's Paw,1871.4,3416,2390,257,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",467.85
Replica Wings of Entropy,Ezomyte Axe,1270.95,2207,1296,204,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",254.19
Xoph's Inception,Citadel Bow,2302.45,4648,3625,452,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",460.48999999999995
Uul-Netol's Kiss,Vaal Axe,1164.0,2409,1955,175,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",291.0
Tulborn,Opal Wand,2904.65,6024,4960,455,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",580.9300000000001
Call of the Void,Sapphire Ring,4418.200000000001,8569,6479,624,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1104.5500000000002
Ryslatha's Coil,Studded Belt,10008.1,17899,12125,932,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2502.025
Astramentis,Onyx Amulet,16722.9,26394,13993,945,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3344.5800000000004
The Magnate,Studded Belt,14872.65,21508,12171,912,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2974.5299999999997
Zerphi's Heart,Paua Amulet,1348.0000000000002,1576,1214,131,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",337.00000000000006
Tavukai,Coral Amulet,6306.1,11246,7280,977,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1261.22
Replica Tasalio's Sign,Sapphire Ring,2499.1,4576,3180,453,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",499.82
Replica Karui Ward,Jade Amulet,2183.2,3661,2160,472,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",545.8
Ngamahu Tiki,Coral Amulet,1227.8,1359,1312,68,"{'Standard', 'Hardcore'}",613.9
Circle of Guilt,Iron Ring,67139.4,133338,105140,1199,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",16784.85
Profane Proxy,Unset Ring,10373.600000000002,19072,12944,1204,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2074.7200000000003
Cyclopean Coil,Leather Belt,12632.8,20291,11056,1156,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3158.2
Rashkaldor's Patience,Jade Amulet,8240.0,13555,7432,1011,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1648.0
Olesya's Delight,Cloth Belt,5039.0,9685,7245,593,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1259.75
Marylene's Fallacy,Lapis Amulet,15510.75,28982,20478,1211,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3102.15
Kikazaru,Topaz Ring,28688.8,47665,24405,1260,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5737.76
Voice of the Storm,Lapis Amulet,2524.3500000000004,4103,2332,466,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",504.87000000000006
Replica Prismweave,Rustic Sash,2351.8500000000004,4349,3027,479,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",470.37000000000006
Replica Winterheart,Gold Amulet,1362.3000000000002,2302,1379,256,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",272.46000000000004
The Eternal Struggle,Onyx Amulet,32195.65,63952,49860,1203,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6439.13
Replica Doedre's Damning,Paua Ring,2024.6,3137,1557,355,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",404.91999999999996
Hinekora's Sight,Onyx Amulet,10452.25,19658,13863,1203,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2090.45
Replica Atziri's Foible,Paua Amulet,2117.8,3397,1847,361,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",423.56000000000006
Replica Emberwake,Ruby Ring,2582.3,4426,2746,490,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",516.46
Fated End,Paua Ring,998.4000000000001,1656,969,187,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",249.60000000000002
Impresence,Onyx Amulet,24211.35,40110,7463,2551,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4842.2699999999995
Replica Malachai's Artifice,Unset Ring,1311.85,2222,1354,218,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",262.37
Atziri's Foible,Paua Amulet,12630.300000000001,20782,12064,1030,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2526.0600000000004
Ungil's Harmony,Turquoise Amulet,22047.350000000002,31288,18286,1209,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4409.47
Mark of the Elder,Steel Ring,12337.0,18122,9997,914,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3084.25
Mark of the Shaper,Opal Ring,14490.400000000001,21483,11649,874,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3622.6000000000004
Sibyl's Lament,Coral Ring,25103.0,38411,16550,1235,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5020.6
Bisco's Leash,Heavy Belt,11118.0,18209,9814,1169,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2223.6
Perandus Signet,Paua Ring,10534.650000000001,17643,10318,1200,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2106.9300000000003
Replica Soul Tether,Cloth Belt,1806.15,2836,1420,389,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",361.23
Survivor's Guilt,Heavy Belt,2148.4,3986,2823,296,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",537.1
Fury Valve,Turquoise Amulet,9230.35,19843,17014,1137,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1846.0700000000002
Replica Voideye,Unset Ring,1069.6000000000001,1630,810,157,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",267.40000000000003
Bound Fate,Cloth Belt,5430.9,11539,9370,957,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1086.1799999999998
Bloodboil,Coral Ring,17253.7,19121,18673,399,"{'Standard', 'Hardcore'}",8626.85
Bloodgrip,Marble Amulet,14524.550000000001,23698,12615,1205,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2904.9100000000003
Faminebind,Rustic Sash,13324.350000000002,24728,14901,1230,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2664.8700000000003
Berek's Respite,Two-Stone Ring,11017.150000000001,22417,18041,1211,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2203.4300000000003
Doedre's Tongue,Lapis Amulet,6152.85,12238,9094,1046,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1230.5700000000002
Andvarius,Gold Ring,10930.85,16924,8038,1134,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2186.17
Call of the Brotherhood,Two-Stone Ring,13438.399999999998,21415,10823,1211,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2687.6799999999994
