name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Blasphemy Support,Blasphemy Support,11354.900000000001,16328,4138,1504,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2270.9800000000005
Vaal Impurity of Lightning,Vaal Impurity of Lightning,4500.9,7008,2890,940,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",900.18
Power Charge On Critical Support,Power Charge On Critical Support,11155.800000000003,16570,4602,1662,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2231.1600000000008
Infernal Blow,Infernal Blow,9339.350000000002,14540,4172,1436,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1867.8700000000003
Earthquake,Earthquake,8870.699999999999,14633,3853,1383,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1774.1399999999999
Chance to Flee Support,Chance to Flee Support,5304.700000000001,7985,2729,886,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1060.94
Icicle Mine,Icicle Mine,10328.45,16989,3689,1613,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2065.69
Flame Wall,Flame Wall,7920.049999999999,14533,5219,1445,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1584.0099999999998
Bane,Bane,7858.200000000001,13145,3533,1230,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1571.64
Dominating Blow,Dominating Blow,8818.6,13574,3365,1256,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1763.72
Phase Run,Phase Run,11392.800000000001,17271,4163,1662,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2848.2000000000003
Minion Life Support,Minion Life Support,9787.0,14284,3793,1365,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1957.4
Pyroclast Mine,Pyroclast Mine,9384.6,15814,4154,1530,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1876.92
Manabond,Manabond,5306.300000000001,9979,3730,1186,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1061.2600000000002
Ambush,Ambush,5103.55,9916,3614,1001,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1020.71
Battlemage's Cry,Battlemage's Cry,6004.4,11738,4171,1158,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1200.8799999999999
Flame Link,Flame Link,4505.25,8712,3450,881,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",901.05
Galvanic Field,Galvanic Field,4521.700000000001,9018,3806,961,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",904.3400000000001
Lightning Conduit,Lightning Conduit,4793.15,9392,3638,1110,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",958.6299999999999
Hex Bloom Support,Hex Bloom Support,2867.4,5658,2123,573,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",716.85
Lightning Warp,Lightning Warp,10279.450000000003,15700,4646,1600,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2055.8900000000003
Bladestorm,Bladestorm,7234.2,12802,3830,1172,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1446.84
Vitality,Vitality,13687.050000000003,21176,5394,2303,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2737.4100000000008
Flicker Strike,Flicker Strike,11385.0,18479,4203,1582,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2277.0
Ice Trap,Ice Trap,7566.3499999999985,12351,3343,1213,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1513.2699999999998
Herald of Agony,Herald of Agony,9809.150000000001,14250,2929,1637,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1961.8300000000004
Herald of Ash,Herald of Ash,16230.800000000007,23277,6237,2007,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3246.160000000001
Empower Support,Empower Support,40202.45,57135,10995,3243,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",8040.49
Blood and Sand,Blood and Sand,7106.200000000001,11898,5615,1305,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1421.2400000000002
Herald of Thunder,Herald of Thunder,12938.200000000004,18422,5395,1725,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2587.640000000001
Wrath,Wrath,14808.75,23120,3882,2115,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2961.75
Close Combat Support,Close Combat Support,6931.200000000002,11843,3292,1244,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1386.2400000000002
Impale Support,Impale Support,8902.1,13082,2261,1213,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2225.525
Greater Volley Support,Greater Volley Support,4125.750000000002,7160,2053,927,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",825.1500000000003
Fork Support,Fork Support,6836.600000000001,10060,3145,920,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1709.1500000000003
Sunder,Sunder,11339.399999999998,18593,5252,1617,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2267.8799999999997
Sweep,Sweep,8906.050000000003,14066,3883,1320,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1781.2100000000005
Freezing Pulse,Freezing Pulse,12211.050000000003,17895,5977,1628,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2442.2100000000005
Blade Flurry,Blade Flurry,8797.4,13569,3527,1290,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1759.48
Storm Burst,Storm Burst,7795.950000000001,12951,3803,1278,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1559.19
Arcanist Brand,Arcanist Brand,7775.35,14029,4628,1530,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1555.0700000000002
Inspiration Support,Inspiration Support,19575.600000000002,30649,6322,2808,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3915.1200000000003
Vaal Ground Slam,Vaal Ground Slam,8520.550000000001,13276,5406,1164,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1704.1100000000001
Enhance Support,Enhance Support,26566.649999999994,40114,9038,2817,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5313.329999999999
Added Cold Damage Support,Added Cold Damage Support,17339.800000000003,25352,7824,1855,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3467.9600000000005
Immortal Call,Immortal Call,17088.25,24838,8648,2028,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3417.65
Power Siphon,Power Siphon,10261.249999999998,16915,4101,1623,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2052.2499999999995
Vaal Impurity of Fire,Vaal Impurity of Fire,5843.6,9747,3002,1146,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1168.72
Additional Accuracy Support,Additional Accuracy Support,7108.799999999999,10464,3444,1150,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1421.7599999999998
Fire Penetration Support,Fire Penetration Support,8810.400000000001,12593,3921,1288,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1762.0800000000004
Incinerate,Incinerate,8770.750000000002,13601,3625,1287,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1754.1500000000003
Bone Offering,Bone Offering,10735.449999999997,16575,3949,1606,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2147.0899999999992
Dual Strike,Dual Strike,9089.949999999997,13926,4056,1403,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1817.9899999999993
Conversion Trap,Conversion Trap,8499.75,13432,3632,1367,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1699.95
Cold Penetration Support,Cold Penetration Support,8701.9,12432,4169,1107,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1740.3799999999999
Increased Critical Damage Support,Increased Critical Damage Support,16288.000000000004,25100,4948,2207,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3257.600000000001
Shrapnel Ballista,Shrapnel Ballista,7152.85,12426,4542,1316,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1430.5700000000002
Soul Link,Soul Link,4652.000000000001,9071,3603,967,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",930.4000000000002
Alchemist's Mark,Alchemist's Mark,4975.299999999999,10068,3750,1092,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",995.0599999999998
Vaal Rejuvenation Totem,Vaal Rejuvenation Totem,1951.5,3868,2495,599,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",390.3
Fire Trap of Blasting,Fire Trap of Blasting,1578.5500000000002,3033,766,655,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",315.71000000000004
Armageddon Brand of Recall,Armageddon Brand of Recall,1254.25,2572,1200,339,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",250.85
Explosive Trap of Shrapnel,Explosive Trap of Shrapnel,1484.25,2797,802,618,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",296.85
Soulrend,Soulrend,7922.550000000001,13205,3804,1348,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1584.5100000000002
Damage on Full Life Support,Damage on Full Life Support,10938.800000000003,15847,4019,1531,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2187.7600000000007
Summon Chaos Golem,Summon Chaos Golem,14890.750000000004,22694,4624,2016,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2978.1500000000005
Momentum Support,Momentum Support,11667.450000000003,19037,6245,1781,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2333.4900000000007
Tectonic Slam,Tectonic Slam,7454.2,12431,3749,1367,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1490.84
Purity of Elements,Purity of Elements,15234.9,25799,4519,2267,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3046.98
Arrogance Support,Arrogance Support,15530.9,23668,5412,2264,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3106.18
Iron Grip Support,Iron Grip Support,5591.45,8395,2617,751,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1118.29
Ancestral Call Support,Ancestral Call Support,8765.2,13478,4079,1383,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1753.0400000000002
Enduring Cry,Enduring Cry,15597.850000000002,24826,6448,2001,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3119.5700000000006
Hatred,Hatred,18779.649999999998,26622,5663,2350,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3755.9299999999994
Unbound Ailments Support,Unbound Ailments Support,8258.6,13665,3695,1351,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1651.72
Concentrated Effect Support,Concentrated Effect Support,16428.4,22178,6623,1955,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3285.6800000000003
Boneshatter,Boneshatter,5782.5,10757,3551,1136,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1156.5
Energy Leech Support,Energy Leech Support,8058.2,14296,3466,1400,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1611.6399999999999
Physical to Lightning Support,Physical to Lightning Support,9253.8,13469,3697,1451,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1850.7599999999998
Lancing Steel,Lancing Steel,6602.200000000001,11291,3677,1190,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1320.44
Chain Support,Chain Support,8616.349999999999,12427,3497,1136,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1723.2699999999998
Cast on Melee Kill Support,Cast on Melee Kill Support,5611.400000000001,8538,2667,751,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1122.2800000000002
Ice Crash,Ice Crash,8241.500000000002,13147,3719,1280,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1648.3000000000004
Advanced Traps Support,Advanced Traps Support,5403.1,8411,2001,818,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1080.6200000000001
Explosive Concoction,Explosive Concoction,5536.8,10382,3678,1201,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1107.3600000000001
Blood Rage,Blood Rage,18883.800000000003,28723,6504,2359,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3776.7600000000007
Grace,Grace,14332.25,23790,4423,2337,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2866.45
Wintertide Brand,Wintertide Brand,6364.65,11338,3903,1282,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1272.9299999999998
Splitting Steel,Splitting Steel,6950.75,12686,4581,1492,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1390.15
Blastchain Mine Support,Blastchain Mine Support,6859.600000000001,10443,2999,1163,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1371.9200000000003
Volley Support,Volley Support,8036.699999999999,12993,4323,1369,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1607.3399999999997
Multistrike Support,Multistrike Support,17331.25,27922,5302,2277,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3466.25
Vaal Reap,Vaal Reap,2993.2,6139,4444,679,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",598.64
Summon Stone Golem of Hordes,Summon Stone Golem of Hordes,1794.9500000000003,3205,1434,672,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",358.99000000000007
Flesh Offering,Flesh Offering,12642.55,19013,4361,1840,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2528.5099999999998
Lightning Tendrils,Lightning Tendrils,9035.050000000001,14016,3949,1418,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1807.0100000000002
Infused Channelling Support,Infused Channelling Support,9459.2,13787,3120,1462,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1891.8400000000001
Discharge,Discharge,9541.199999999999,14448,3655,1394,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1908.2399999999998
Precision,Precision,17108.6,27191,6450,2688,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3421.72
Vaal Impurity of Ice,Vaal Impurity of Ice,4845.95,7417,2894,945,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",969.1899999999999
Temporal Rift,Temporal Rift,5087.5,9580,3599,1028,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1271.875
Scourge Arrow,Scourge Arrow,7942.1500000000015,13067,3614,1340,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1588.4300000000003
Ground Slam,Ground Slam,11085.800000000001,17577,4953,1623,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2217.1600000000003
Volcanic Fissure,Volcanic Fissure,5558.95,11126,4276,1193,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1111.79
Added Fire Damage Support,Added Fire Damage Support,15945.500000000002,22626,7923,1728,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3189.1000000000004
Ignite Proliferation Support,Ignite Proliferation Support,5303.3,8711,2368,935,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1060.66
Elemental Hit,Elemental Hit,11789.7,17853,4255,1635,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2357.94
Reap,Reap,5552.200000000001,10202,3542,1018,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1110.44
Chance to Poison Support,Chance to Poison Support,8133.150000000002,13345,4687,1390,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1626.6300000000006
Vaal Firestorm,Vaal Firestorm,3287.3500000000004,6656,4409,772,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",657.47
Vaal Volcanic Fissure,Vaal Volcanic Fissure,4302.950000000001,8447,5249,790,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",860.5900000000001
Vaal Burning Arrow,Vaal Burning Arrow,7737.1,11943,4944,1145,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1547.42
Vaal Reave,Vaal Reave,7912.9,12183,5043,1128,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1582.58
Animate Guardian of Smiting,Animate Guardian of Smiting,1991.4499999999998,3679,1232,695,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",398.28999999999996
Consecrated Path of Endurance,Consecrated Path of Endurance,1811.2,3306,1065,706,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",362.24
Summon Chaos Golem of the Maelström,Summon Chaos Golem of the Maelström,1002.95,1941,709,281,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",200.59
Flame Surge of Combusting,Flame Surge of Combusting,1602.25,3399,1207,358,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",320.45
Overexertion Support,Overexertion Support,2745.15,6511,2472,596,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",549.03
Faster Attacks Support,Faster Attacks Support,29080.800000000003,41982,12198,2553,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5816.160000000001
Fortify Support,Fortify Support,17260.35,23814,5622,1965,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3452.0699999999997
Less Duration Support,Less Duration Support,8833.699999999999,13126,3855,1219,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1766.7399999999998
Wave of Conviction,Wave of Conviction,10144.999999999998,16726,5131,1721,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2028.9999999999995
Herald of Ice,Herald of Ice,17092.65,24788,5519,2163,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3418.53
Elemental Proliferation Support,Elemental Proliferation Support,12247.650000000001,18841,5912,1627,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2449.53
Vaal Storm Call,Vaal Storm Call,7871.1500000000015,12032,4839,1097,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1574.2300000000002
Increased Area of Effect Support,Increased Area of Effect Support,16985.8,23496,7032,1986,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3397.16
Warlord's Mark,Warlord's Mark,12072.400000000001,18216,5603,1667,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2414.4800000000005
Innervate Support,Innervate Support,6554.400000000001,9813,2620,917,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1310.88
Frenzy,Frenzy,11908.850000000002,18383,4882,1861,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2381.7700000000004
Portal,Portal,27829.35,45923,26765,1212,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5565.87
Ruthless Support,Ruthless Support,12319.550000000003,19177,5647,1647,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2463.9100000000008
Melee Splash Support,Melee Splash Support,11841.55,17027,5733,1474,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2368.31
Lifetap Support,Lifetap Support,12287.75,22182,7227,2627,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2457.55
Galvanic Arrow,Galvanic Arrow,8630.200000000003,13854,4237,1480,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1726.0400000000004
Bear Trap,Bear Trap,9745.55,15500,4146,1626,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1949.11
Vaal Clarity,Vaal Clarity,5507.250000000001,8018,2543,1078,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1101.4500000000003
Summon Phantasm Support,Summon Phantasm Support,8714.800000000001,13739,4306,1446,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1742.9600000000003
Molten Strike,Molten Strike,11988.8,18374,5066,1694,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2397.7599999999998
Frostbolt,Frostbolt,9872.5,16036,4210,1556,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1974.5
Vaal Earthquake,Vaal Earthquake,6946.950000000001,11191,5061,1120,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1389.39
Vaal Lightning Trap,Vaal Lightning Trap,8257.65,12445,4880,1152,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1651.53
Vaal Spectral Throw,Vaal Spectral Throw,8001.75,12324,5094,1121,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1600.35
Vaal Spark,Vaal Spark,7670.75,12797,5387,1253,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1534.15
Vaal Flameblast,Vaal Flameblast,6322.800000000002,9841,4530,1081,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1264.5600000000004
Meat Shield Support,Meat Shield Support,6145.299999999999,10133,2579,994,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1229.06
Vaal Righteous Fire,Vaal Righteous Fire,11712.75,17674,5666,1591,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2342.55
Maim Support,Maim Support,12113.150000000001,17449,4106,1710,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2422.63
Life Gain on Hit Support,Life Gain on Hit Support,8867.949999999999,12785,4658,1334,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1773.5899999999997
Holy Flame Totem,Holy Flame Totem,12518.9,19557,5827,1749,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2503.7799999999997
Crackling Lance,Crackling Lance,5920.7,10456,3415,1122,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1184.1399999999999
Vaal Rain of Arrows,Vaal Rain of Arrows,8299.65,12905,5383,1141,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1659.9299999999998
Vaal Arc,Vaal Arc,9280.4,13839,4950,1238,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1856.08
Vaal Blight,Vaal Blight,7358.900000000001,11437,4780,1157,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1471.7800000000002
Vaal Ice Nova,Vaal Ice Nova,10261.75,16482,5365,1364,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2052.35
Vaal Cold Snap,Vaal Cold Snap,9686.05,15750,5057,1493,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1937.2099999999998
Increased Critical Strikes Support,Increased Critical Strikes Support,17270.300000000003,24478,6879,1965,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3454.0600000000004
Combustion Support,Combustion Support,12648.400000000001,19246,5422,1742,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2529.6800000000003
Punishment,Punishment,10213.85,16822,4500,1696,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2042.77
Elemental Army Support,Elemental Army Support,7954.1,11584,3118,1119,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1590.8200000000002
Vaal Flicker Strike,Vaal Flicker Strike,5038.95,10121,5482,876,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1007.79
